,index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
151,154,*,*,252903,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,45,*,>50K
152,155,*,*,187715,*,*,Spouse present,*,Husband,*,Male,0,0,46,*,<=50K
153,156,*,*,214542,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,*,<=50K
154,158,*,*,191535,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,60,*,<=50K
155,159,*,*,228456,*,*,Spouse not present,*,Other-relative,*,Male,0,0,50,*,<=50K
156,161,*,*,252752,*,*,Spouse not present,*,Unmarried,*,Female,0,0,40,*,<=50K
157,163,*,*,88419,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
158,164,*,*,201080,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,>50K
159,165,*,*,207157,*,*,Spouse not present,*,Unmarried,*,Female,0,0,40,*,<=50K
160,166,*,*,235485,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,42,*,<=50K
161,167,*,*,102628,*,*,Spouse not present,*,Unmarried,*,Male,0,0,40,*,<=50K
162,168,*,*,25828,*,*,Spouse not present,*,Own-child,*,Male,0,0,16,*,<=50K
163,170,*,*,124953,*,*,Spouse not present,*,Not-in-family,*,Male,0,1980,40,*,<=50K
164,171,*,*,175325,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
165,172,*,*,96062,*,*,Spouse present,*,Husband,*,Male,0,1977,40,*,>50K
166,173,*,*,428030,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,50,*,<=50K
167,174,*,*,149624,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,>50K
168,175,*,*,253814,*,*,Spouse not present,*,Unmarried,*,Female,0,0,25,*,<=50K
169,176,*,*,312956,*,*,Spouse not present,*,Own-child,*,Male,0,0,40,*,<=50K
170,177,*,*,483777,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,*,<=50K
171,178,*,*,183930,*,*,Spouse not present,*,Own-child,*,Male,0,0,12,*,<=50K
172,179,*,*,37274,*,*,Spouse present,*,Husband,*,Male,0,0,65,*,<=50K
173,180,*,*,181344,*,*,Spouse present,*,Husband,*,Male,0,0,38,*,>50K
174,181,*,*,114580,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
175,182,*,*,633742,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,45,*,<=50K
176,183,*,*,286370,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,>50K
177,184,*,*,29054,*,*,Spouse present,*,Husband,*,Male,0,0,42,*,>50K
178,185,*,*,304030,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
179,186,*,*,143129,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
180,187,*,*,135105,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,50,*,<=50K
181,188,*,*,99928,*,*,Spouse present,*,Wife,*,Female,0,0,50,*,<=50K
182,189,*,*,109567,*,*,Spouse present,*,Husband,*,Male,0,0,1,*,>50K
183,190,*,*,155222,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,28,*,<=50K
184,191,*,*,159567,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
185,192,*,*,523910,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
186,193,*,*,120939,*,*,Spouse present,*,Husband,*,Male,0,0,45,*,<=50K
187,194,*,*,130760,*,*,Spouse present,*,Husband,*,Male,0,0,24,*,<=50K
188,195,*,*,197387,*,*,Spouse present,*,Other-relative,*,Male,0,0,40,*,<=50K
189,196,*,*,99374,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,*,<=50K
190,197,*,*,56795,*,*,Spouse not present,*,Not-in-family,*,Female,14084,0,55,*,>50K
191,198,*,*,138992,*,*,Spouse present,*,Other-relative,*,Male,7298,0,40,*,>50K
192,199,*,*,32921,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,*,<=50K
193,200,*,*,397317,*,*,Spouse not present,*,Not-in-family,*,Female,0,1876,40,*,<=50K
194,201,*,*,170653,*,*,Spouse not present,*,Own-child,*,Male,0,0,40,*,<=50K
195,202,*,*,259323,*,*,Spouse present,*,Husband,*,Male,0,0,50,*,>50K
196,203,*,*,254817,*,*,Spouse not present,*,Not-in-family,*,Female,0,1340,40,*,<=50K
197,204,*,*,48211,*,*,Spouse not present,*,Unmarried,*,Female,0,0,35,*,<=50K
198,205,*,*,140164,*,*,Spouse not present,*,Own-child,*,Female,0,0,40,*,<=50K
199,206,*,*,128757,*,*,Spouse present,*,Husband,*,Male,7298,0,36,*,>50K
200,207,*,*,36270,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,60,*,<=50K
201,208,*,*,210563,*,*,Spouse present,*,Wife,*,Female,15024,0,35,*,>50K
202,209,*,*,65368,*,*,Spouse not present,*,Own-child,*,Female,0,0,12,*,<=50K
203,210,*,*,160943,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
204,211,*,*,208358,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,>50K
205,212,*,*,153790,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
206,214,*,*,125417,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,>50K
207,215,*,*,635913,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,60,*,>50K
208,216,*,*,313321,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
209,217,*,*,182609,*,*,Spouse present,*,Husband,*,Male,0,0,50,*,<=50K
210,218,*,*,109434,*,*,Spouse present,*,Husband,*,Male,0,0,55,*,<=50K
211,219,*,*,255004,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,*,<=50K
212,220,*,*,197860,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
213,223,*,*,176681,*,*,Spouse present,*,Husband,*,Male,0,0,20,*,<=50K
214,225,*,*,243313,*,*,Spouse not present,*,Own-child,*,Female,0,0,40,*,<=50K
215,227,*,*,167687,*,*,Spouse present,*,Husband,*,Male,1409,0,50,*,<=50K
216,228,*,*,314209,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,20,*,<=50K
217,229,*,*,176796,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
218,230,*,*,538583,*,*,Spouse not present,*,Not-in-family,*,Male,3674,0,40,*,<=50K
219,231,*,*,130408,*,*,Spouse not present,*,Unmarried,*,Female,0,0,38,*,<=50K
220,232,*,*,159732,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,42,*,<=50K
221,233,*,*,110978,*,*,Spouse not present,*,Other-relative,*,Female,0,0,40,*,<=50K
222,234,*,*,76714,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,55,*,>50K
223,235,*,*,268700,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
224,236,*,*,170525,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,38,*,<=50K
225,237,*,*,180138,*,*,Spouse present,*,Husband,*,Male,0,0,50,*,>50K
226,238,*,*,115076,*,*,Spouse present,*,Husband,*,Male,0,0,70,*,>50K
227,239,*,*,115458,*,*,Spouse not present,*,Own-child,*,Male,0,0,40,*,<=50K
228,240,*,*,347890,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,>50K
229,241,*,*,196001,*,*,Spouse present,*,Wife,*,Female,0,0,20,*,<=50K
230,242,*,*,273905,*,*,Spouse present,*,Husband,*,Male,0,0,50,*,<=50K
231,243,*,*,119156,*,*,Spouse not present,*,Own-child,*,Male,0,0,20,*,<=50K
232,244,*,*,179488,*,*,Spouse not present,*,Not-in-family,*,Male,0,1741,40,*,<=50K
233,245,*,*,203580,*,*,Spouse present,*,Husband,*,Male,0,0,35,*,<=50K
234,246,*,*,236596,*,*,Spouse present,*,Husband,*,Male,0,0,45,*,>50K
235,247,*,*,183916,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,34,*,<=50K
236,248,*,*,207578,*,*,Spouse present,*,Husband,*,Male,0,1977,60,*,>50K
237,249,*,*,153141,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
238,250,*,*,112763,*,*,Spouse present,*,Wife,*,Female,0,0,40,*,>50K
239,251,*,*,390781,*,*,Spouse present,*,Wife,*,Female,0,0,40,*,<=50K
240,252,*,*,171328,*,*,Spouse not present,*,Unmarried,*,Female,0,0,30,*,<=50K
241,253,*,*,27382,*,*,Spouse not present,*,Own-child,*,Male,0,0,40,*,<=50K
242,254,*,*,259014,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,20,*,<=50K
243,255,*,*,303044,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,>50K
244,256,*,*,117789,*,*,Spouse not present,*,Own-child,*,Female,0,0,40,*,<=50K
245,257,*,*,172579,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,30,*,<=50K
246,258,*,*,187666,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,45,*,<=50K
247,259,*,*,204518,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,*,<=50K
248,260,*,*,150042,*,*,Spouse not present,*,Own-child,*,Female,0,0,40,*,<=50K
249,261,*,*,98092,*,*,Spouse present,*,Husband,*,Male,0,0,60,*,<=50K
250,262,*,*,245918,*,*,Spouse not present,*,Own-child,*,Male,0,0,12,*,<=50K
251,263,*,*,146013,*,*,Spouse present,*,Husband,*,Male,4064,0,40,*,<=50K
252,264,*,*,378322,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
253,265,*,*,257295,*,*,Spouse present,*,Husband,*,Male,0,0,75,*,>50K
254,266,*,*,218956,*,*,Spouse not present,*,Own-child,*,Male,0,0,24,*,<=50K
255,267,*,*,21174,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,>50K
256,268,*,*,185480,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,45,*,<=50K
257,269,*,*,222205,*,*,Spouse present,*,Wife,*,Female,0,0,40,*,>50K
258,270,*,*,69867,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,>50K
259,271,*,*,191260,*,*,Spouse not present,*,Own-child,*,Male,1055,0,24,*,<=50K
260,272,*,*,30653,*,*,Spouse present,*,Husband,*,Male,2407,0,98,*,<=50K
261,273,*,*,209109,*,*,Spouse not present,*,Own-child,*,Male,0,0,35,*,<=50K
262,274,*,*,70377,*,*,Spouse not present,*,Own-child,*,Female,0,0,40,*,<=50K
263,275,*,*,477983,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
264,276,*,*,170924,*,*,Spouse present,*,Husband,*,Male,7298,0,40,*,>50K
265,277,*,*,190174,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
266,278,*,*,193787,*,*,Spouse not present,*,Own-child,*,Female,0,0,40,*,<=50K
267,279,*,*,279472,*,*,Spouse present,*,Wife,*,Female,7298,0,48,*,>50K
268,280,*,*,34918,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,15,*,<=50K
269,281,*,*,97688,*,*,Spouse present,*,Husband,*,Male,5178,0,40,*,>50K
270,282,*,*,175413,*,*,Spouse not present,*,Unmarried,*,Female,0,0,45,*,<=50K
271,283,*,*,173960,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,42,*,<=50K
272,284,*,*,205759,*,*,Spouse not present,*,Own-child,*,Male,0,0,40,*,<=50K
273,285,*,*,425161,*,*,Spouse present,*,Husband,*,Male,15024,0,40,*,>50K
274,286,*,*,220531,*,*,Spouse present,*,Husband,*,Male,0,0,60,*,>50K
275,287,*,*,176609,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,45,*,<=50K
276,288,*,*,371987,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
277,289,*,*,193884,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
278,290,*,*,200352,*,*,Spouse present,*,Husband,*,Male,0,0,45,*,<=50K
279,291,*,*,127595,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
280,292,*,*,220419,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,56,*,<=50K
281,293,*,*,231931,*,*,Spouse not present,*,Own-child,*,Male,0,0,45,*,<=50K
282,294,*,*,248402,*,*,Spouse not present,*,Unmarried,*,Female,0,0,40,*,<=50K
283,295,*,*,111095,*,*,Spouse present,*,Husband,*,Male,0,0,16,*,<=50K
284,296,*,*,57424,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,60,*,<=50K
285,298,*,*,278130,*,*,Spouse not present,*,Own-child,*,Male,0,0,40,*,<=50K
286,299,*,*,169469,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,80,*,<=50K
287,300,*,*,146268,*,*,Spouse present,*,Husband,*,Male,7688,0,40,*,>50K
288,301,*,*,153718,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,25,*,<=50K
289,302,*,*,217460,*,*,Spouse present,*,Husband,*,Male,0,0,45,*,>50K
290,303,*,*,238638,*,*,Spouse present,*,Husband,*,Male,4386,0,40,*,>50K
291,304,*,*,303296,*,*,Spouse present,*,Wife,*,Female,0,0,40,*,<=50K
292,305,*,*,173321,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
293,306,*,*,193945,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,45,*,<=50K
294,307,*,*,83082,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,33,*,<=50K
295,308,*,*,193815,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,>50K
296,309,*,*,34987,*,*,Spouse present,*,Husband,*,Male,0,0,54,*,>50K
